[352.222919464] 2017-11-09 14:00:55,331 - INFO - launcher: Starting sanity checks
[354.228258133] 2017-11-09 14:00:55,333 - INFO - launcher: Checking for python 3.5+
[356.233835220] 2017-11-09 14:00:55,335 - INFO - launcher: Checking console encoding
[357.236146927] 2017-11-09 14:00:55,336 - INFO - launcher: Setting console encoding to UTF-8
[357.737302780] 2017-11-09 14:00:55,337 - INFO - launcher: Ensuring we're in the right folder
[397.844552994] 2017-11-09 14:00:55,377 - INFO - launcher: Adding local bins/ folder to path
[398.345232010] 2017-11-09 14:00:55,377 - INFO - launcher: Checks passed.
[398.846626282] 2017-11-09 14:00:55,378 - INFO - launcher: Moving old musicbot log

######################### PRE-RUN SANITY CHECKS PASSED #########################

[261.7959089279174805] 2017-11-09 14:05:16,775 - INFO - musicbot.entry | In entry.py::MainThread(8716), line 219 in _really_download: Download started: https://youtube.com/watch?v=2rxWPEdYCnI
[264.8204917907714844] 2017-11-09 14:05:19,799 - INFO - musicbot.entry | In entry.py::MainThread(8716), line 226 in _really_download: Download complete: https://youtube.com/watch?v=2rxWPEdYCnI
[264.8245019912719727] 2017-11-09 14:05:19,803 - FFMPEG - musicbot.player | In player.py::MainThread(8716), line 270 in _play: Creating player with options: -nostdin -vn audio_cache\youtube-2rxWPEdYCnI-Takin_It_To_The_Streets_-_The_Doobie_Brothers_1976.webm
[264.8290147781372070] 2017-11-09 14:05:19,808 - DEBUG - musicbot.bot | In bot.py::MainThread(8716), line 760 in serialize_queue: Serializing queue for 199742567305183232
[272.2843339443206787] 2017-11-09 14:05:27,263 - INFO - musicbot.bot | In bot.py::MainThread(8716), line 2379 in on_message: 148356446935973888/[AU] IronWarZ#1217: !np
[272.6680305004119873] 2017-11-09 14:05:27,647 - WARNING - musicbot.bot | In bot.py::MainThread(8716), line 888 in safe_delete_message: Cannot delete message "**Song:** 
```[0:00:7/0:03:43] Wonderful tonight - Eric Clapton  
 ▂▂▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁```", message not found
[278.4340047836303711] 2017-11-09 14:05:33,413 - DEBUG - musicbot.bot | In bot.py::MainThread(8716), line 888 in safe_delete_message: Cannot delete message "!np", message not found
[485.5613713264465332] 2017-11-09 14:09:00,540 - INFO - musicbot.entry | In entry.py::MainThread(8716), line 195 in _download: Download cached: https://youtube.com/watch?v=lZiNtbgm9oM
[487.5507946014404297] 2017-11-09 14:09:02,530 - FFMPEG - musicbot.player | In player.py::MainThread(8716), line 270 in _play: Creating player with options: -nostdin -vn audio_cache\youtube-lZiNtbgm9oM-Creep_-_Radiohead.webm
[487.5713489055633545] 2017-11-09 14:09:02,550 - DEBUG - musicbot.bot | In bot.py::MainThread(8716), line 760 in serialize_queue: Serializing queue for 199742567305183232
[746.6262257099151611] 2017-11-09 14:13:21,605 - INFO - musicbot.entry | In entry.py::MainThread(8716), line 195 in _download: Download cached: https://youtube.com/watch?v=d2GCp8vs168
[748.6284630298614502] 2017-11-09 14:13:23,607 - FFMPEG - musicbot.player | In player.py::MainThread(8716), line 270 in _play: Creating player with options: -nostdin -vn audio_cache\youtube-d2GCp8vs168-From_Can_To_Can_t_-_Taylor._Grohl._Nielsen._Reeder..webm
[748.6329748630523682] 2017-11-09 14:13:23,612 - DEBUG - musicbot.bot | In bot.py::MainThread(8716), line 760 in serialize_queue: Serializing queue for 199742567305183232
[908.2747957706451416] 2017-11-09 14:16:03,254 - VOICEDEBUG - musicbot.bot | In bot.py::MainThread(8716), line 2548 in on_voice_state_update: Voice state update for 199741893884641280/DrSp3d#2417 on brencorp/Music -> [LEAVE, DISCONNECT]
[908.2752974033355713] 2017-11-09 14:16:03,254 - INFO - musicbot.bot | In bot.py::MainThread(8716), line 2559 in on_voice_state_update: 199741893884641280/DrSp3d#2417 has left brencorp/Music
[1042.1351172924041748] 2017-11-09 14:18:17,114 - INFO - musicbot.entry | In entry.py::MainThread(8716), line 219 in _really_download: Download started: https://youtube.com/watch?v=wdCJRybAtso
[1046.2575869560241699] 2017-11-09 14:18:21,237 - INFO - musicbot.entry | In entry.py::MainThread(8716), line 226 in _really_download: Download complete: https://youtube.com/watch?v=wdCJRybAtso
[1046.2595913410186768] 2017-11-09 14:18:21,239 - FFMPEG - musicbot.player | In player.py::MainThread(8716), line 270 in _play: Creating player with options: -nostdin -vn audio_cache\youtube-wdCJRybAtso-U2_-_I_Still_Haven_t_Found_What_I_m_Looking_For.webm
[1046.2636022567749023] 2017-11-09 14:18:21,243 - DEBUG - musicbot.bot | In bot.py::MainThread(8716), line 760 in serialize_queue: Serializing queue for 199742567305183232
[1069.4454240798950195] 2017-11-09 14:18:44,424 - VOICEDEBUG - musicbot.bot | In bot.py::MainThread(8716), line 2548 in on_voice_state_update: Voice state update for 148356446935973888/[AU] IronWarZ#1217 on brencorp/Music -> [MUTE]
[1323.9528152942657471] 2017-11-09 14:22:58,932 - INFO - musicbot.entry | In entry.py::MainThread(8716), line 195 in _download: Download cached: https://youtube.com/watch?v=-U98qkjbYek
[1325.9395956993103027] 2017-11-09 14:23:00,919 - FFMPEG - musicbot.player | In player.py::MainThread(8716), line 270 in _play: Creating player with options: -nostdin -vn audio_cache\youtube--U98qkjbYek-Three_Days_Grace_-_Painkiller.webm
[1325.9446096420288086] 2017-11-09 14:23:00,924 - DEBUG - musicbot.bot | In bot.py::MainThread(8716), line 760 in serialize_queue: Serializing queue for 199742567305183232
[1366.5613064765930176] 2017-11-09 14:23:41,540 - INFO - musicbot.bot | In bot.py::MainThread(8716), line 2379 in on_message: 148356446935973888/[AU] IronWarZ#1217: !np
[1372.6988525390625000] 2017-11-09 14:23:47,678 - DEBUG - musicbot.bot | In bot.py::MainThread(8716), line 888 in safe_delete_message: Cannot delete message "!np", message not found
[1439.9711723327636719] 2017-11-09 14:24:54,950 - INFO - musicbot.bot | In bot.py::MainThread(8716), line 2379 in on_message: 148356446935973888/[AU] IronWarZ#1217: !pause
[1860.8854126930236816] 2017-11-09 14:31:55,864 - INFO - musicbot.bot | In bot.py::MainThread(8716), line 2379 in on_message: 148356446935973888/[AU] IronWarZ#1217: !resume
[1929.8859567642211914] 2017-11-09 14:33:04,865 - ERROR - musicbot.bot | In bot.py::MainThread(8716), line 638 in on_player_finished_playing: Error processing youtube url:
ERROR: lrfhf1Gv4Tw: YouTube said: This video contains content from WMG, who has blocked it on copyright grounds.
[1929.8874528408050537] 2017-11-09 14:33:04,866 - INFO - musicbot.bot | In bot.py::MainThread(8716), line 324 in remove_from_autoplaylist: Removing unplayable song from autoplaylist: https://youtube.com/watch?v=lrfhf1Gv4Tw
[1930.4562313556671143] 2017-11-09 14:33:05,435 - INFO - musicbot.bot | In bot.py::MainThread(8716), line 338 in remove_from_autoplaylist: Updating autoplaylist
[1935.8113780021667480] 2017-11-09 14:33:10,790 - INFO - musicbot.entry | In entry.py::MainThread(8716), line 219 in _really_download: Download started: https://youtube.com/watch?v=OMD8hBsA-RI
[1938.9048378467559814] 2017-11-09 14:33:13,884 - INFO - musicbot.entry | In entry.py::MainThread(8716), line 226 in _really_download: Download complete: https://youtube.com/watch?v=OMD8hBsA-RI
[1938.9088490009307861] 2017-11-09 14:33:13,888 - FFMPEG - musicbot.player | In player.py::MainThread(8716), line 270 in _play: Creating player with options: -nostdin -vn audio_cache\youtube-OMD8hBsA-RI-Journey_-_Faithfully_Official_Video.m4a
[1938.9118566513061523] 2017-11-09 14:33:13,891 - DEBUG - musicbot.bot | In bot.py::MainThread(8716), line 760 in serialize_queue: Serializing queue for 199742567305183232
[2208.8191409111022949] 2017-11-09 14:37:43,798 - INFO - musicbot.entry | In entry.py::MainThread(8716), line 219 in _really_download: Download started: https://youtube.com/watch?v=eHKqA5mkT7I
[2212.9265244007110596] 2017-11-09 14:37:47,905 - INFO - musicbot.entry | In entry.py::MainThread(8716), line 226 in _really_download: Download complete: https://youtube.com/watch?v=eHKqA5mkT7I
[2212.9280283451080322] 2017-11-09 14:37:47,907 - FFMPEG - musicbot.player | In player.py::MainThread(8716), line 270 in _play: Creating player with options: -nostdin -vn audio_cache\youtube-eHKqA5mkT7I-Eddie_Money_Take_Me_Home_Tonight_80s_Classic_HQ_With_Lyrics.webm
[2212.9345464706420898] 2017-11-09 14:37:47,913 - DEBUG - musicbot.bot | In bot.py::MainThread(8716), line 760 in serialize_queue: Serializing queue for 199742567305183232
[2432.5975413322448730] 2017-11-09 14:41:27,576 - INFO - musicbot.entry | In entry.py::MainThread(8716), line 219 in _really_download: Download started: https://youtube.com/watch?v=zpOULjyy-n8
[2435.5483567714691162] 2017-11-09 14:41:30,527 - INFO - musicbot.entry | In entry.py::MainThread(8716), line 226 in _really_download: Download complete: https://youtube.com/watch?v=zpOULjyy-n8
[2435.5518655776977539] 2017-11-09 14:41:30,531 - FFMPEG - musicbot.player | In player.py::MainThread(8716), line 270 in _play: Creating player with options: -nostdin -vn audio_cache\youtube-zpOULjyy-n8-REO_Speedwagon_-_Can_t_Fight_This_Feeling.webm
[2435.5558767318725586] 2017-11-09 14:41:30,535 - DEBUG - musicbot.bot | In bot.py::MainThread(8716), line 760 in serialize_queue: Serializing queue for 199742567305183232
[2698.5789620876312256] 2017-11-09 14:45:53,558 - INFO - musicbot.bot | In bot.py::MainThread(8716), line 2379 in on_message: 148356446935973888/[AU] IronWarZ#1217: !np
[2704.6387763023376465] 2017-11-09 14:45:59,618 - DEBUG - musicbot.bot | In bot.py::MainThread(8716), line 888 in safe_delete_message: Cannot delete message "!np", message not found
[2733.3871433734893799] 2017-11-09 14:46:28,366 - INFO - musicbot.entry | In entry.py::MainThread(8716), line 219 in _really_download: Download started: https://youtube.com/watch?v=Dy4HA3vUv2c
[2736.1364510059356689] 2017-11-09 14:46:31,115 - INFO - musicbot.entry | In entry.py::MainThread(8716), line 226 in _really_download: Download complete: https://youtube.com/watch?v=Dy4HA3vUv2c
[2736.1409628391265869] 2017-11-09 14:46:31,120 - FFMPEG - musicbot.player | In player.py::MainThread(8716), line 270 in _play: Creating player with options: -nostdin -vn audio_cache\youtube-Dy4HA3vUv2c-Blue_Oyster_Cult_-_Don_t_Fear_The_Reaper_Audio.webm
[2736.1459767818450928] 2017-11-09 14:46:31,125 - DEBUG - musicbot.bot | In bot.py::MainThread(8716), line 760 in serialize_queue: Serializing queue for 199742567305183232
[2786.3809406757354736] 2017-11-09 14:47:21,360 - INFO - musicbot.bot | In bot.py::MainThread(8716), line 2379 in on_message: 148356446935973888/[AU] IronWarZ#1217: !np
[2792.4776623249053955] 2017-11-09 14:47:27,457 - DEBUG - musicbot.bot | In bot.py::MainThread(8716), line 888 in safe_delete_message: Cannot delete message "!np", message not found
[3049.6203544139862061] 2017-11-09 14:51:44,599 - INFO - musicbot.entry | In entry.py::MainThread(8716), line 195 in _download: Download cached: https://youtube.com/watch?v=x0q8Oho_RjM
[3051.6238031387329102] 2017-11-09 14:51:46,603 - FFMPEG - musicbot.player | In player.py::MainThread(8716), line 270 in _play: Creating player with options: -nostdin -vn audio_cache\youtube-x0q8Oho_RjM-I_Drink_Alone_-_George_Thorogood.webm
[3051.6268115043640137] 2017-11-09 14:51:46,606 - DEBUG - musicbot.bot | In bot.py::MainThread(8716), line 760 in serialize_queue: Serializing queue for 199742567305183232
[3327.2299075126647949] 2017-11-09 14:56:22,209 - INFO - musicbot.entry | In entry.py::MainThread(8716), line 195 in _download: Download cached: https://youtube.com/watch?v=MbXWrmQW-OE
[3329.2190425395965576] 2017-11-09 14:56:24,198 - FFMPEG - musicbot.player | In player.py::MainThread(8716), line 270 in _play: Creating player with options: -nostdin -vn audio_cache\youtube-MbXWrmQW-OE-The_Police_-_Message_In_A_Bottle.webm
[3329.2315752506256104] 2017-11-09 14:56:24,211 - DEBUG - musicbot.bot | In bot.py::MainThread(8716), line 760 in serialize_queue: Serializing queue for 199742567305183232
[3578.4431195259094238] 2017-11-09 15:00:33,422 - INFO - musicbot.entry | In entry.py::MainThread(8716), line 195 in _download: Download cached: https://youtube.com/watch?v=RVJiwyg0iDM
[3580.4442839622497559] 2017-11-09 15:00:35,423 - FFMPEG - musicbot.player | In player.py::MainThread(8716), line 270 in _play: Creating player with options: -nostdin -vn audio_cache\youtube-RVJiwyg0iDM-Reelin_In_The_Years.webm
[3580.4503004550933838] 2017-11-09 15:00:35,429 - DEBUG - musicbot.bot | In bot.py::MainThread(8716), line 760 in serialize_queue: Serializing queue for 199742567305183232
[3862.4178984165191650] 2017-11-09 15:05:17,397 - INFO - musicbot.entry | In entry.py::MainThread(8716), line 195 in _download: Download cached: https://youtube.com/watch?v=ZfNR98ajB1U
[3864.4108119010925293] 2017-11-09 15:05:19,390 - FFMPEG - musicbot.player | In player.py::MainThread(8716), line 270 in _play: Creating player with options: -nostdin -vn audio_cache\youtube-ZfNR98ajB1U-Scorpions_-_No_one_like_you_lyrics.webm
[3864.4143216609954834] 2017-11-09 15:05:19,393 - DEBUG - musicbot.bot | In bot.py::MainThread(8716), line 760 in serialize_queue: Serializing queue for 199742567305183232
[4103.4504036903381348] 2017-11-09 15:09:18,429 - INFO - musicbot.entry | In entry.py::MainThread(8716), line 219 in _really_download: Download started: https://youtube.com/watch?v=5XfRjVo5wOE
[4106.4657170772552490] 2017-11-09 15:09:21,445 - INFO - musicbot.entry | In entry.py::MainThread(8716), line 226 in _really_download: Download complete: https://youtube.com/watch?v=5XfRjVo5wOE
[4106.4677224159240723] 2017-11-09 15:09:21,447 - FFMPEG - musicbot.player | In player.py::MainThread(8716), line 270 in _play: Creating player with options: -nostdin -vn audio_cache\youtube-5XfRjVo5wOE-Kiss_-_Rock_and_Roll_all_Night_with_Lyrics.webm
[4106.4717323780059814] 2017-11-09 15:09:21,451 - DEBUG - musicbot.bot | In bot.py::MainThread(8716), line 760 in serialize_queue: Serializing queue for 199742567305183232
[4295.0406796932220459] 2017-11-09 15:12:30,020 - ERROR - musicbot.bot | In bot.py::MainThread(8716), line 638 in on_player_finished_playing: Error processing youtube url:
ERROR: D2qAj2XnLYo: YouTube said: "The Beatles - Hey Jude - Ta..."
The YouTube account associated with this video has been terminated due to multiple third-party notifications of copyright infringement.
[4295.0421836376190186] 2017-11-09 15:12:30,021 - INFO - musicbot.bot | In bot.py::MainThread(8716), line 324 in remove_from_autoplaylist: Removing unplayable song from autoplaylist: https://youtube.com/watch?v=D2qAj2XnLYo
[4295.6709713935852051] 2017-11-09 15:12:30,650 - INFO - musicbot.bot | In bot.py::MainThread(8716), line 338 in remove_from_autoplaylist: Updating autoplaylist
[4299.6499633789062500] 2017-11-09 15:12:34,629 - INFO - musicbot.entry | In entry.py::MainThread(8716), line 219 in _really_download: Download started: https://youtube.com/watch?v=BOKQFTH5w5I
[4302.4365081787109375] 2017-11-09 15:12:37,415 - INFO - musicbot.entry | In entry.py::MainThread(8716), line 226 in _really_download: Download complete: https://youtube.com/watch?v=BOKQFTH5w5I
[4302.4385120868682861] 2017-11-09 15:12:37,417 - FFMPEG - musicbot.player | In player.py::MainThread(8716), line 270 in _play: Creating player with options: -nostdin -vn audio_cache\youtube-BOKQFTH5w5I-Alphaville_-_Big_In_Japan_Original.1984.webm
[4302.4440271854400635] 2017-11-09 15:12:37,423 - DEBUG - musicbot.bot | In bot.py::MainThread(8716), line 760 in serialize_queue: Serializing queue for 199742567305183232
